ip_address,username,failed_attempts,successful_attempts,time_window,label
192.168.188.140,admin,59,0,5,1
192.168.239.226,guest,1,0,1,0
192.168.46.198,admin,1,0,5,0
192.168.57.163,test,3,0,30,0
192.168.185.237,test,1,1,30,0
192.168.66.51,user,2,0,10,0
192.168.219.112,admin,2,0,5,0
192.168.25.115,guest,196,0,1,1
192.168.131.128,guest,181,0,10,1
192.168.155.77,guest,2,1,1,0
192.168.96.107,admin,181,0,10,1
192.168.49.36,admin,0,0,30,0
192.168.165.50,guest,0,1,10,0
192.168.165.107,user,2,1,5,0
192.168.190.245,admin,3,0,30,0
192.168.126.242,user,113,0,5,1
192.168.251.190,admin,1,0,30,0
192.168.50.197,user,3,1,1,0
192.168.40.5,admin,53,0,10,1
192.168.36.2,test,3,1,10,0
192.168.157.154,user,2,1,1,0
192.168.26.73,test,0,0,1,0
192.168.68.44,test,1,0,1,0
192.168.56.128,admin,185,0,1,1
192.168.178.5,user,3,1,1,0
192.168.102.228,user,1,0,5,0
192.168.60.187,test,188,0,5,1
192.168.84.156,test,2,0,30,0
192.168.99.146,test,131,0,30,1
192.168.15.84,guest,65,0,30,1
192.168.56.224,admin,197,0,5,1
192.168.171.197,test,38,0,1,1
192.168.249.192,user,0,1,30,0
192.168.95.93,test,0,0,5,0
192.168.236.219,admin,122,0,5,1
192.168.234.133,guest,22,0,30,1
192.168.154.179,test,72,0,5,1
192.168.132.93,user,2,0,30,0
192.168.170.203,user,126,0,1,1
192.168.207.221,user,2,0,1,0
192.168.242.119,test,0,1,10,0
192.168.180.18,test,188,0,10,1
192.168.251.245,guest,1,0,5,0
192.168.106.64,test,0,1,30,0
192.168.182.28,user,0,0,10,0
192.168.185.113,admin,127,0,10,1
192.168.171.216,guest,1,1,5,0
192.168.115.34,test,2,1,1,0
192.168.43.160,admin,159,0,5,1
192.168.237.234,admin,0,1,10,0
192.168.241.246,test,99,0,10,1
192.168.175.206,user,183,0,10,1
192.168.164.72,guest,3,0,10,0
192.168.53.192,admin,3,0,10,0
192.168.244.139,guest,0,1,10,0
192.168.212.88,test,3,1,5,0
192.168.34.219,test,0,1,5,0
192.168.194.170,user,2,0,30,0
192.168.173.65,guest,2,0,10,0
192.168.152.235,guest,2,0,30,0
192.168.210.177,user,141,0,30,1
192.168.85.240,test,3,1,10,0
192.168.163.145,admin,0,0,30,0
192.168.188.233,user,2,1,5,0
192.168.223.151,test,0,0,30,0
192.168.9.180,test,61,0,30,1
192.168.220.175,guest,2,0,1,0
192.168.54.140,admin,0,1,1,0
192.168.195.194,test,2,1,10,0
192.168.30.201,user,2,1,10,0
192.168.217.61,user,1,0,5,0
192.168.18.13,test,2,1,30,0
192.168.240.102,guest,2,1,30,0
192.168.138.56,guest,0,1,10,0
192.168.202.193,user,0,1,30,0
192.168.57.41,user,2,1,30,0
192.168.82.78,user,0,1,10,0
192.168.255.11,user,3,1,5,0
192.168.136.200,guest,3,0,1,0
192.168.218.80,test,0,1,10,0
192.168.235.41,user,2,1,30,0
192.168.80.28,user,2,1,1,0
192.168.25.80,guest,0,0,1,0
192.168.243.65,guest,2,0,1,0
192.168.50.55,test,0,1,30,0
192.168.246.42,admin,2,1,30,0
192.168.230.63,test,1,1,5,0
192.168.16.121,guest,157,0,10,1
192.168.63.92,user,2,1,30,0
192.168.8.36,guest,2,1,30,0
192.168.200.48,guest,0,0,5,0
192.168.244.45,test,0,0,5,0
192.168.116.113,admin,3,1,1,0
192.168.15.13,test,0,0,5,0
192.168.204.70,guest,1,1,1,0
192.168.114.234,test,2,1,30,0
192.168.202.49,user,2,0,1,0
192.168.67.101,admin,1,0,30,0
192.168.75.208,user,1,0,10,0
192.168.133.238,admin,31,0,10,1
192.168.120.24,admin,0,1,1,0
192.168.33.44,guest,31,0,30,1
192.168.85.119,guest,1,1,1,0
192.168.136.6,test,3,0,30,0
192.168.216.147,user,2,1,10,0
192.168.221.229,guest,1,1,30,0
192.168.83.53,guest,2,0,30,0
192.168.206.114,test,0,0,5,0
192.168.10.54,admin,0,0,5,0
192.168.143.167,test,3,0,30,0
192.168.120.226,guest,1,1,30,0
192.168.113.73,test,107,0,1,1
192.168.61.109,guest,93,0,30,1
192.168.228.42,guest,0,0,10,0
192.168.17.62,guest,3,0,10,0
192.168.69.6,test,59,0,30,1
192.168.113.151,test,2,0,1,0
192.168.203.95,user,2,1,30,0
192.168.0.142,user,0,0,30,0
192.168.35.226,guest,145,0,30,1
192.168.6.109,admin,86,0,1,1
192.168.143.216,user,51,0,5,1
192.168.219.50,admin,0,0,5,0
192.168.254.107,guest,2,1,1,0
192.168.61.97,user,2,0,10,0
192.168.64.112,user,0,1,1,0
192.168.81.63,user,2,0,5,0
192.168.152.24,admin,84,0,1,1
192.168.93.200,guest,2,0,30,0
192.168.136.209,test,3,0,5,0
192.168.104.239,user,1,1,1,0
192.168.30.61,guest,0,0,30,0
192.168.139.45,user,157,0,1,1
192.168.30.130,test,0,0,1,0
192.168.50.4,guest,3,1,1,0
192.168.115.36,admin,68,0,10,1
192.168.224.204,guest,3,1,10,0
192.168.212.151,user,171,0,1,1
192.168.219.73,user,0,1,30,0
192.168.153.191,test,2,0,30,0
192.168.224.35,test,2,1,10,0
192.168.6.173,admin,2,0,5,0
192.168.206.35,guest,2,1,1,0
192.168.175.12,admin,2,0,10,0
192.168.150.23,admin,44,0,30,1
192.168.232.184,user,74,0,5,1
192.168.227.98,guest,194,0,5,1
192.168.46.128,admin,1,1,10,0
192.168.177.204,admin,53,0,1,1
192.168.6.85,admin,2,0,10,0
192.168.252.207,user,112,0,10,1
192.168.89.231,guest,67,0,1,1
192.168.197.40,admin,168,0,5,1
192.168.32.190,guest,1,1,10,0
192.168.49.170,guest,197,0,5,1
192.168.139.199,admin,1,1,30,0
192.168.116.23,user,100,0,10,1
192.168.118.23,test,2,1,30,0
192.168.110.105,test,164,0,30,1
192.168.210.75,test,1,1,1,0
192.168.214.143,test,182,0,5,1
192.168.35.118,guest,93,0,10,1
192.168.224.116,guest,0,1,5,0
192.168.218.186,test,2,1,1,0
192.168.131.147,guest,2,1,30,0
192.168.48.120,test,128,0,1,1
192.168.195.108,user,115,0,1,1
192.168.243.50,user,0,1,10,0
192.168.46.155,guest,197,0,1,1
192.168.52.114,admin,105,0,1,1
192.168.93.182,user,0,1,5,0
192.168.37.114,test,3,0,1,0
192.168.186.243,admin,103,0,5,1
192.168.133.214,guest,0,1,5,0
192.168.61.23,test,1,0,5,0
192.168.32.215,admin,1,1,5,0
192.168.216.57,user,3,1,10,0
192.168.185.175,guest,2,0,30,0
192.168.253.191,user,3,0,10,0
192.168.228.142,guest,3,1,10,0
192.168.220.66,admin,2,1,30,0
192.168.158.179,test,3,0,30,0
192.168.100.183,user,0,0,1,0
192.168.49.72,admin,114,0,1,1
192.168.117.181,test,2,1,30,0
192.168.198.174,test,48,0,30,1
192.168.104.46,test,0,1,5,0
192.168.138.92,guest,1,1,10,0
192.168.108.247,admin,0,0,30,0
192.168.227.5,guest,3,1,30,0
192.168.101.81,admin,1,0,1,0
192.168.219.218,guest,1,1,30,0
192.168.50.11,guest,3,0,1,0
192.168.112.66,user,57,0,10,1
192.168.206.24,user,3,0,5,0
192.168.108.107,admin,120,0,30,1
192.168.83.88,user,1,1,5,0
192.168.19.14,guest,2,0,30,0
192.168.212.139,guest,3,0,1,0
192.168.39.240,admin,93,0,30,1
192.168.156.181,guest,0,1,10,0
192.168.164.29,test,0,1,1,0
192.168.252.27,user,3,0,5,0
192.168.53.48,admin,3,0,5,0
192.168.140.101,guest,0,0,10,0
192.168.223.56,guest,1,0,10,0
192.168.246.85,admin,41,0,5,1
192.168.95.221,guest,3,0,30,0
192.168.248.71,guest,3,0,10,0
192.168.237.147,user,0,1,30,0
192.168.48.129,guest,0,1,5,0
192.168.170.2,admin,3,0,5,0
192.168.215.162,admin,3,0,30,0
192.168.67.58,admin,72,0,5,1
192.168.229.215,guest,0,0,5,0
192.168.102.142,test,110,0,10,1
192.168.253.167,guest,33,0,30,1
192.168.69.185,test,2,1,5,0
192.168.28.13,user,0,1,30,0
192.168.67.211,test,1,1,1,0
192.168.165.44,admin,0,1,5,0
192.168.214.77,user,69,0,10,1
192.168.13.46,admin,89,0,1,1
192.168.128.136,user,0,1,5,0
192.168.74.45,user,1,0,10,0
192.168.206.50,guest,0,1,30,0
192.168.72.23,guest,0,1,5,0
192.168.96.211,test,1,1,30,0
192.168.38.158,test,0,1,5,0
192.168.251.202,test,2,1,30,0
192.168.142.246,admin,125,0,5,1
192.168.228.129,guest,102,0,5,1
192.168.190.99,guest,3,1,30,0
192.168.213.150,user,1,1,10,0
192.168.57.237,admin,58,0,10,1
192.168.38.254,user,2,1,1,0
192.168.118.84,test,91,0,10,1
192.168.117.195,guest,166,0,30,1
192.168.177.123,admin,0,0,30,0
192.168.189.42,guest,151,0,30,1
192.168.214.243,admin,2,0,5,0
192.168.200.153,admin,0,1,10,0
192.168.82.74,test,0,0,30,0
192.168.81.237,guest,0,0,10,0
192.168.97.249,guest,165,0,1,1
192.168.197.221,admin,3,0,5,0
192.168.139.122,admin,1,1,10,0
192.168.108.189,admin,194,0,1,1
192.168.118.86,test,1,1,5,0
192.168.177.122,test,196,0,10,1
192.168.45.218,guest,117,0,10,1
192.168.183.10,admin,0,1,30,0
192.168.52.126,admin,123,0,10,1
192.168.189.174,test,1,0,10,0
192.168.248.208,test,3,1,30,0
192.168.190.92,guest,1,0,5,0
192.168.154.105,test,0,0,10,0
192.168.126.129,guest,53,0,30,1
192.168.151.46,user,0,0,10,0
192.168.236.245,guest,0,0,1,0
192.168.213.133,guest,111,0,1,1
192.168.191.106,admin,2,0,5,0
192.168.235.118,test,163,0,30,1
192.168.182.154,admin,77,0,5,1
192.168.45.38,test,0,1,1,0
192.168.223.65,admin,1,0,30,0
192.168.145.177,test,0,1,30,0
192.168.28.226,admin,0,0,5,0
192.168.48.241,admin,86,0,10,1
192.168.62.198,user,3,0,5,0
192.168.9.154,admin,3,1,5,0
192.168.52.170,guest,0,0,10,0
192.168.71.121,user,3,0,30,0
192.168.85.143,admin,2,1,30,0
192.168.110.93,user,115,0,5,1
192.168.90.88,guest,3,0,30,0
192.168.58.32,guest,119,0,1,1
192.168.125.60,guest,3,0,1,0
192.168.219.191,admin,136,0,5,1
192.168.3.159,guest,0,0,1,0
192.168.215.16,test,26,0,10,1
192.168.152.13,admin,45,0,5,1
192.168.126.201,user,93,0,5,1
192.168.57.73,user,3,0,5,0
192.168.15.254,admin,198,0,5,1
192.168.55.114,test,153,0,1,1
192.168.34.45,test,91,0,10,1
192.168.156.115,guest,194,0,30,1
192.168.242.120,test,165,0,30,1
192.168.12.170,admin,3,0,10,0
192.168.217.112,admin,1,0,10,0
192.168.95.126,user,2,0,1,0
192.168.212.245,guest,178,0,10,1
192.168.36.189,admin,174,0,5,1
192.168.241.114,guest,1,0,5,0
192.168.172.147,guest,0,1,30,0
192.168.105.204,admin,2,1,10,0
192.168.235.166,user,0,0,1,0
192.168.18.143,user,2,0,5,0
192.168.176.78,test,0,0,30,0
192.168.152.59,guest,2,1,5,0
192.168.16.37,guest,3,1,5,0
192.168.209.144,test,2,0,1,0
192.168.43.82,test,3,0,10,0
192.168.244.116,test,159,0,10,1
192.168.147.12,user,1,1,10,0
192.168.135.253,user,1,1,5,0
192.168.15.78,admin,185,0,10,1
192.168.116.90,guest,0,1,5,0
192.168.45.205,user,82,0,1,1
192.168.152.239,guest,121,0,30,1
192.168.224.203,guest,2,0,30,0
192.168.135.49,user,0,0,1,0
192.168.155.73,user,0,0,30,0
192.168.179.144,test,2,0,10,0
192.168.10.227,user,56,0,30,1
192.168.86.148,guest,1,0,5,0
192.168.0.13,guest,1,0,30,0
192.168.243.178,test,41,0,30,1
192.168.210.219,admin,87,0,30,1
192.168.247.74,admin,3,0,1,0
192.168.130.25,user,98,0,30,1
192.168.174.162,user,3,0,1,0
192.168.144.172,user,3,0,5,0
192.168.117.63,test,3,1,5,0
192.168.77.47,admin,3,0,5,0
192.168.119.176,user,0,0,30,0
192.168.51.70,user,1,0,5,0
192.168.239.254,user,84,0,10,1
192.168.122.16,guest,3,1,30,0
192.168.83.207,admin,0,0,5,0
192.168.128.10,test,2,1,1,0
192.168.134.18,admin,3,0,5,0
192.168.79.77,user,0,1,5,0
192.168.215.240,test,1,0,5,0
192.168.224.76,admin,2,0,1,0
192.168.56.87,admin,1,0,30,0
192.168.219.143,guest,34,0,5,1
192.168.6.155,admin,1,1,1,0
192.168.12.66,guest,3,1,5,0
192.168.67.113,test,30,0,1,1
192.168.241.134,guest,2,0,1,0
192.168.196.236,admin,29,0,10,1
192.168.195.103,user,65,0,30,1
192.168.253.124,user,1,1,10,0
192.168.225.114,user,2,1,30,0
192.168.10.115,user,3,0,1,0
192.168.112.122,admin,2,0,5,0
192.168.49.235,user,0,1,5,0
192.168.216.98,guest,2,1,10,0
192.168.75.91,guest,2,1,1,0
192.168.48.177,user,2,0,10,0
192.168.158.185,test,2,1,1,0
192.168.143.129,guest,1,0,10,0
192.168.111.2,admin,2,0,10,0
192.168.41.241,test,1,0,5,0
192.168.192.124,user,2,1,5,0
192.168.91.36,guest,1,1,5,0
192.168.177.88,test,2,0,30,0
192.168.223.25,test,1,1,30,0
192.168.21.249,test,3,1,30,0
192.168.50.160,user,3,1,10,0
192.168.90.135,admin,3,1,10,0
192.168.20.83,test,3,1,30,0
192.168.70.63,guest,2,0,5,0
192.168.219.252,admin,1,1,1,0
192.168.221.31,admin,1,0,10,0
192.168.230.116,user,0,0,5,0
192.168.85.92,admin,135,0,30,1
192.168.52.133,admin,2,0,30,0
192.168.234.123,user,175,0,10,1
192.168.156.162,guest,1,1,1,0
192.168.180.33,guest,3,0,1,0
192.168.96.171,guest,1,0,30,0
192.168.188.198,user,194,0,10,1
192.168.21.230,user,2,1,10,0
192.168.12.11,guest,80,0,5,1
192.168.216.207,user,0,0,30,0
192.168.152.201,guest,1,1,10,0
192.168.225.208,admin,3,1,10,0
192.168.73.214,user,2,0,5,0
192.168.96.199,user,0,0,5,0
192.168.127.167,guest,1,0,10,0
192.168.18.95,guest,2,0,5,0
192.168.180.27,user,3,0,30,0
192.168.111.171,admin,3,0,1,0
192.168.31.188,admin,1,1,5,0
192.168.206.174,test,1,1,10,0
192.168.34.92,admin,3,0,1,0
192.168.89.209,guest,2,1,30,0
192.168.50.42,admin,2,1,10,0
192.168.20.228,guest,2,0,30,0
192.168.196.214,user,1,1,10,0
192.168.200.157,test,100,0,1,1
192.168.102.149,admin,2,0,1,0
192.168.3.159,guest,3,1,1,0
192.168.99.253,user,2,1,10,0
192.168.139.5,admin,0,1,30,0
192.168.211.203,admin,3,0,10,0
192.168.213.158,guest,3,1,1,0
192.168.254.15,admin,174,0,10,1
192.168.186.147,guest,1,0,10,0
192.168.42.233,admin,0,0,30,0
192.168.100.232,user,0,1,5,0
192.168.54.106,guest,0,0,30,0
192.168.52.100,user,2,1,1,0
192.168.255.62,admin,0,0,1,0
192.168.179.100,admin,54,0,5,1
192.168.47.191,guest,3,1,5,0
192.168.222.73,test,2,1,1,0
192.168.225.128,user,65,0,30,1
192.168.104.231,guest,3,0,1,0
192.168.169.28,guest,2,1,1,0
192.168.20.246,user,1,1,1,0
192.168.208.81,user,2,0,1,0
192.168.44.156,user,41,0,30,1
192.168.160.246,user,3,1,1,0
192.168.185.219,user,0,1,30,0
192.168.25.46,admin,20,0,1,1
192.168.99.25,admin,2,0,10,0
192.168.104.61,user,2,1,5,0
192.168.36.220,user,2,0,5,0
192.168.189.91,test,155,0,5,1
192.168.192.124,test,1,1,30,0
192.168.85.159,test,0,0,5,0
192.168.244.183,guest,2,1,5,0
192.168.221.182,test,1,1,5,0
192.168.124.7,guest,99,0,10,1
192.168.218.189,test,167,0,1,1
192.168.0.64,admin,199,0,30,1
192.168.178.176,user,156,0,5,1
192.168.239.55,test,41,0,10,1
192.168.149.121,admin,1,0,30,0
192.168.145.106,admin,1,0,1,0
192.168.126.127,guest,3,0,1,0
192.168.117.175,guest,55,0,30,1
192.168.189.100,guest,0,1,30,0
192.168.95.61,guest,0,1,10,0
192.168.164.249,admin,98,0,10,1
192.168.247.16,user,176,0,1,1
192.168.68.147,test,2,1,10,0
192.168.42.231,guest,3,0,5,0
192.168.168.125,test,2,1,5,0
192.168.86.131,user,1,1,5,0
192.168.149.243,admin,3,1,10,0
192.168.112.8,guest,2,0,5,0
192.168.117.175,test,3,1,10,0
192.168.66.21,test,61,0,5,1
192.168.45.131,test,196,0,10,1
192.168.52.181,guest,2,0,1,0
192.168.162.117,user,118,0,5,1
192.168.136.244,guest,1,0,30,0
192.168.11.150,test,1,1,30,0
192.168.132.50,test,1,0,1,0
192.168.64.224,admin,0,1,30,0
192.168.72.162,user,0,1,5,0
192.168.80.166,test,25,0,30,1
192.168.98.166,user,0,1,1,0
192.168.122.228,test,40,0,1,1
192.168.77.105,test,2,1,5,0
192.168.191.135,user,3,1,5,0
192.168.28.28,user,2,0,10,0
192.168.33.152,test,0,1,5,0
192.168.154.46,admin,98,0,1,1
192.168.123.197,user,194,0,30,1
192.168.99.83,test,0,1,5,0
192.168.34.25,user,138,0,1,1
192.168.7.93,admin,3,0,30,0
192.168.38.36,user,3,1,1,0
192.168.117.27,admin,1,1,10,0
192.168.161.241,admin,2,1,30,0
192.168.161.88,admin,119,0,5,1
192.168.100.50,guest,67,0,30,1
192.168.248.2,admin,80,0,10,1
192.168.18.45,test,1,1,5,0
192.168.27.46,guest,120,0,10,1
192.168.136.217,guest,0,0,10,0
192.168.79.162,user,3,1,30,0
192.168.113.3,user,0,0,1,0
192.168.28.219,user,107,0,10,1
192.168.232.114,admin,3,1,1,0
192.168.192.128,guest,103,0,1,1
192.168.68.4,test,1,0,30,0
192.168.94.221,user,2,0,5,0
192.168.83.240,test,1,1,1,0
192.168.208.138,guest,3,1,30,0
192.168.155.111,test,0,1,30,0
192.168.100.215,admin,0,0,5,0
192.168.134.70,admin,0,1,1,0
192.168.110.108,guest,2,1,10,0
192.168.117.150,test,3,0,5,0
192.168.60.14,admin,150,0,1,1
192.168.167.119,guest,3,1,30,0
192.168.220.107,user,1,0,10,0
192.168.48.231,test,80,0,30,1
192.168.244.250,guest,2,0,5,0
192.168.10.152,admin,159,0,5,1
192.168.130.183,test,72,0,10,1
192.168.178.27,user,192,0,5,1
192.168.26.251,test,110,0,30,1
192.168.35.25,admin,89,0,30,1
192.168.4.30,test,1,1,1,0
192.168.213.190,guest,1,0,5,0
192.168.133.174,admin,159,0,1,1
192.168.108.126,admin,1,1,5,0
192.168.209.206,admin,151,0,30,1
192.168.66.46,user,1,0,30,0
192.168.251.206,guest,3,1,5,0
192.168.86.73,test,3,1,1,0
192.168.62.9,user,45,0,1,1
192.168.120.237,guest,0,1,10,0
192.168.66.37,user,134,0,1,1
192.168.138.61,admin,3,1,30,0
192.168.217.112,user,3,0,10,0
192.168.153.121,guest,3,0,10,0
192.168.202.249,admin,0,1,10,0
192.168.37.159,test,144,0,5,1
192.168.9.205,admin,1,1,5,0
192.168.235.170,user,0,1,10,0
192.168.92.120,admin,186,0,5,1
192.168.117.21,user,1,0,1,0
192.168.191.30,guest,171,0,10,1
192.168.119.104,user,2,1,5,0
192.168.64.143,user,185,0,10,1
192.168.254.61,test,3,0,5,0
192.168.196.24,test,1,1,10,0
192.168.37.126,guest,42,0,5,1
192.168.43.233,guest,3,0,30,0
192.168.55.230,user,34,0,10,1
192.168.24.17,user,132,0,1,1
192.168.195.153,admin,163,0,5,1
192.168.121.59,guest,1,1,1,0
192.168.9.86,guest,1,0,1,0
192.168.108.117,user,0,0,30,0
192.168.213.165,guest,3,0,30,0
192.168.210.64,guest,3,0,5,0
192.168.45.77,user,1,0,5,0
192.168.96.237,user,185,0,30,1
192.168.33.235,user,199,0,10,1
192.168.57.31,test,2,1,30,0
192.168.205.94,test,37,0,5,1
192.168.228.104,guest,3,1,5,0
192.168.102.59,user,3,0,30,0
192.168.191.77,admin,3,1,5,0
192.168.2.33,guest,3,0,5,0
192.168.165.45,user,67,0,30,1
192.168.129.51,admin,1,1,30,0
192.168.117.77,admin,1,0,10,0
192.168.59.161,test,2,1,10,0
192.168.92.180,user,137,0,30,1
192.168.103.31,user,3,1,30,0
192.168.139.43,guest,0,0,10,0
192.168.142.147,admin,3,1,5,0
192.168.38.216,admin,35,0,1,1
192.168.160.241,guest,1,1,5,0
192.168.147.202,test,81,0,10,1
192.168.222.116,guest,3,1,5,0
192.168.133.31,test,3,0,30,0
192.168.42.100,guest,57,0,5,1
192.168.73.112,guest,88,0,30,1
192.168.202.222,user,2,0,1,0
192.168.245.130,admin,0,0,5,0
192.168.231.20,user,1,1,5,0
192.168.205.72,guest,35,0,5,1
192.168.6.169,test,0,1,1,0
192.168.31.162,user,110,0,1,1
192.168.39.64,guest,2,1,10,0
192.168.44.187,admin,1,1,5,0
192.168.136.124,user,1,0,30,0
192.168.74.54,admin,2,0,1,0
192.168.34.160,test,2,1,5,0
192.168.72.123,guest,3,0,1,0
192.168.219.136,admin,36,0,5,1
192.168.244.148,admin,2,1,10,0
192.168.50.108,guest,54,0,1,1
192.168.54.35,user,0,0,10,0
192.168.160.78,test,183,0,10,1
192.168.162.254,test,1,1,5,0
192.168.44.130,admin,3,0,10,0
192.168.41.127,user,3,0,5,0
192.168.6.72,user,182,0,5,1
192.168.199.215,user,2,0,1,0
192.168.47.141,guest,109,0,10,1
192.168.90.20,user,1,0,10,0
192.168.119.176,admin,1,0,5,0
192.168.36.233,test,67,0,10,1
192.168.118.29,user,1,0,1,0
192.168.37.201,guest,67,0,5,1
192.168.98.53,user,36,0,1,1
192.168.209.186,user,1,1,1,0
192.168.63.66,user,1,0,5,0
192.168.88.104,guest,0,1,1,0
192.168.87.167,test,1,0,5,0
192.168.234.36,admin,104,0,1,1
192.168.56.195,user,22,0,30,1
192.168.162.161,user,3,0,1,0
192.168.24.94,guest,1,0,1,0
192.168.45.10,admin,3,1,10,0
192.168.187.117,admin,2,1,30,0
192.168.68.37,user,33,0,10,1
192.168.29.93,user,131,0,5,1
192.168.88.27,user,0,1,10,0
192.168.108.121,admin,180,0,10,1
192.168.64.102,test,158,0,1,1
192.168.37.74,test,3,1,30,0
192.168.115.103,admin,0,1,30,0
192.168.52.246,admin,41,0,5,1
192.168.181.166,user,100,0,1,1
192.168.174.206,user,0,1,30,0
192.168.2.92,admin,1,0,10,0
192.168.130.48,test,37,0,5,1
192.168.246.218,admin,3,0,1,0
192.168.51.177,test,32,0,10,1
192.168.126.138,test,2,0,10,0
192.168.174.131,user,198,0,1,1
192.168.218.116,admin,2,1,5,0
192.168.210.210,guest,2,0,10,0
192.168.202.67,test,113,0,5,1
192.168.44.35,guest,3,0,1,0
192.168.55.215,user,2,1,1,0
192.168.195.71,test,182,0,10,1
192.168.242.42,test,3,0,5,0
192.168.231.48,test,0,0,5,0
192.168.43.170,guest,3,1,10,0
192.168.91.180,test,0,0,10,0
192.168.141.247,user,1,0,5,0
192.168.186.158,user,128,0,10,1
192.168.13.228,guest,1,1,1,0
192.168.114.157,guest,3,0,10,0
192.168.63.208,admin,1,0,30,0
192.168.1.155,guest,1,1,5,0
192.168.83.222,user,1,0,30,0
192.168.67.176,test,1,0,5,0
192.168.57.202,user,154,0,30,1
192.168.107.237,test,121,0,5,1
192.168.224.139,guest,3,0,10,0
192.168.183.134,user,41,0,10,1
192.168.130.41,admin,128,0,1,1
192.168.45.171,test,0,1,10,0
192.168.159.65,user,123,0,5,1
192.168.143.216,admin,107,0,10,1
192.168.211.30,user,0,0,10,0
192.168.30.63,user,2,0,1,0
192.168.140.193,admin,3,0,1,0
192.168.97.92,guest,2,0,10,0
192.168.50.50,guest,0,1,5,0
192.168.91.229,test,2,0,30,0
192.168.221.44,test,166,0,1,1
192.168.89.20,user,0,0,5,0
192.168.186.107,test,29,0,5,1
192.168.173.72,user,193,0,10,1
192.168.194.22,admin,3,0,30,0
192.168.38.104,test,0,1,5,0
192.168.139.33,test,3,0,5,0
192.168.97.163,guest,186,0,1,1
192.168.76.77,admin,53,0,30,1
192.168.86.41,guest,46,0,1,1
192.168.138.141,user,1,1,10,0
192.168.211.174,guest,176,0,1,1
192.168.211.114,test,2,1,10,0
192.168.24.104,admin,3,0,5,0
192.168.229.157,user,98,0,10,1
192.168.113.216,user,83,0,5,1
192.168.61.197,admin,0,0,1,0
192.168.243.219,user,3,0,1,0
192.168.214.168,test,0,1,5,0
192.168.216.128,guest,159,0,1,1
192.168.82.20,admin,3,0,10,0
192.168.188.203,guest,50,0,1,1
192.168.48.44,user,0,1,1,0
192.168.142.165,guest,1,1,10,0
192.168.245.85,test,0,0,5,0
192.168.139.196,admin,1,0,10,0
192.168.37.191,user,25,0,1,1
192.168.208.136,user,3,1,1,0
192.168.104.71,admin,1,1,1,0
192.168.57.41,admin,3,0,1,0
192.168.255.177,test,46,0,30,1
192.168.148.166,user,40,0,30,1
192.168.56.39,user,3,1,5,0
192.168.25.191,admin,184,0,5,1
192.168.54.238,test,1,1,5,0
192.168.65.123,guest,0,0,30,0
192.168.59.216,guest,2,1,5,0
192.168.250.129,user,114,0,5,1
192.168.203.78,test,1,0,5,0
192.168.52.147,user,134,0,5,1
192.168.127.252,admin,2,1,30,0
192.168.134.66,guest,0,1,30,0
192.168.115.35,admin,1,1,1,0
192.168.16.16,user,1,0,10,0
192.168.16.29,test,2,0,10,0
192.168.228.200,guest,2,1,30,0
192.168.168.3,user,2,0,10,0
192.168.160.222,guest,3,0,10,0
192.168.64.71,admin,1,0,30,0
192.168.248.65,guest,168,0,1,1
192.168.8.156,user,3,1,1,0
192.168.9.70,test,1,0,10,0
192.168.253.240,test,2,1,10,0
192.168.147.252,user,0,0,5,0
192.168.102.53,user,3,0,30,0
192.168.62.204,user,0,0,10,0
192.168.75.65,test,96,0,5,1
192.168.45.230,guest,95,0,5,1
192.168.148.162,guest,2,1,5,0
192.168.254.247,guest,2,0,1,0
192.168.33.197,guest,2,1,30,0
192.168.66.248,guest,2,0,30,0
192.168.177.201,user,22,0,30,1
192.168.55.205,guest,148,0,5,1
192.168.168.199,admin,0,0,1,0
192.168.86.23,user,1,0,30,0
192.168.21.18,test,0,1,30,0
192.168.183.204,test,23,0,10,1
192.168.65.159,user,0,0,30,0
192.168.76.152,admin,0,0,10,0
192.168.72.173,test,162,0,1,1
192.168.226.175,user,2,0,30,0
192.168.245.190,admin,23,0,5,1
192.168.84.252,test,1,1,30,0
192.168.41.153,guest,0,1,30,0
192.168.20.238,user,106,0,1,1
192.168.87.218,user,0,1,5,0
192.168.168.82,user,0,0,1,0
192.168.166.105,test,195,0,5,1
192.168.29.203,user,1,1,10,0
192.168.78.216,admin,3,0,30,0
192.168.43.207,user,27,0,30,1
192.168.191.12,guest,0,0,10,0
192.168.103.141,admin,113,0,5,1
192.168.190.132,guest,152,0,10,1
192.168.210.10,guest,0,0,5,0
192.168.86.27,test,73,0,1,1
192.168.138.89,admin,2,0,10,0
192.168.234.221,guest,122,0,10,1
192.168.51.151,test,123,0,30,1
192.168.36.174,user,37,0,5,1
192.168.146.16,user,194,0,5,1
192.168.153.112,test,101,0,5,1
192.168.39.18,user,2,1,30,0
192.168.103.55,user,171,0,10,1
192.168.129.156,admin,3,1,5,0
192.168.203.162,admin,24,0,5,1
192.168.55.212,user,1,1,10,0
192.168.239.141,test,3,1,5,0
192.168.62.174,user,2,0,1,0
192.168.108.15,test,0,1,1,0
192.168.64.55,test,80,0,5,1
192.168.165.79,guest,0,0,30,0
192.168.242.104,admin,3,0,30,0
192.168.249.248,guest,3,1,1,0
192.168.79.49,admin,1,0,5,0
192.168.118.254,guest,2,0,30,0
192.168.71.136,guest,73,0,1,1
